#Default

; cutscenes.tbl
1181, "We have taken position on the Deneb subspace node.  Terrans have sent a squadron, we must defend this jump node at all cost."

1182, "The Gate was destroyed.  Well done pilots."

1183, "We are saddened to learn of the Tornado's loss in the assault."

1184, "The Gate was not destroyed.  We will have to regroup and strike again."

1185, "We have lost the PVD Gate."

1186, "The PVD Gate has been defended well.  Excellent work."

1187, "Destroy the PVD Gate"

1188, "Protect the PVD Gate"

; M-GuardDuty.fs2

1189, "Guard Duty"

1190, "Hammer of Light assault on a major Terran Installation.  Multiplayer mission.  Max respawns 10.  Recommended respawns 4."

1191, "The El Dorado is under attack by a Hammer of Light squadron.  More fighters will assist as they are readied."

1192, "This Terran outpost is the only thing keeping the Terran hold on this sector.  It must be destroyed."

1193, "The installation was destroyed.  More Hammer of Light forces have now entered this sector.  We may lose control of this area of space within a week's time."

1194, "Well done, the installation is still intact.  Freighters are coming from other systems with the needed supplies for repairs."

1195, "We have taken the last big step in taking over this system.  It will only be a matter of time now before the Terrans flee this area."

1196, "The Terran installation is still holding.  We must strike again when we gather more forces."

1197, "Destroy Terran Installation"

1198, "Protect the installation"

; m-hope.fc2

1199, "The PVD Hope is the most beloved destroyer of the Vasudan people.  In the final days of the Shivan war, it and its crew performed its most amazing operations.  This is the story of these operations.  This is the last story of Vasuda Prime."

; M-ORecovery.fs2

1200, "Orion Recovery"

1201, "Shivans have taken over an Orion class destroyer and taken out its power.  A small task force must go in and recover it.  Multiplayer mission.  Max respawns 5.  Recommended respawns 3."

1202, "The Storm has been attacked by the Shivans.  All Terran fighters escorting it have been destroyed.  Last transmission from the Storm indicated that Shivans had boarded and were taking over the ship."

1203, "Sensor sweeps indicate that the Storm is still intact.  We have also detected Shivan activity."

1204, "Once your team has secured the area, we will bring in transports to dock with the Storm and attempt to regain control.  Once in control, they will attempt to restore power."

1205, "We have lost the Storm.  We cannot afford the resourses to make another attempt."

1206, "The Storm was brought back safely.  The Storm is a cornerstone in the GTA and would have been a horrible loss.  Excellent work."

1207, "Unfortunately, the Source was lost in battle."

1208, "The Com was also lost in the course of battle."

1209, "Marines"

1210, "Recover the Storm"

1211, "Sending in the transport now.  Provide cover."

1212, "We are on board.  Heading for the control room."

1213, "Shivan transport in the area, destroy it."

1214, "We are running into difficulties, ETC 30 seconds."

1215, "The GTD Storm is back online."

1216, "Shivans coming in...theres too many I don't know if we can hold them...*"

1217, "We are sending in fighters and  freighters to tug the GTD Storm back.  Return to base."

1218, "We can not recover the GTD Storm now.  Return to base."

; m-pain.fs2

1219, "Bastion of Light"

1220, "The crew of the Bastion tries desperately to save a Terran outpost from destruction.  The Hammer of Light doesn't seem to care.  Max respawns 5.  Recommended respawns 3."

1221, "The Hammer of Light is attempting to take over one of our key jump nodes in the Deneb Sector.  We have an installation guarding this jump node, but it has sustained heavy damage.  You must protect the installation at all costs."

1222, "Alpha wing will hold off the enemy bombers while Beta wing is being mobilized."

1223, "We now have a golden oportunity to strike at the infidels.  Terran forces are so focused on the blessed Shivans that they have paid us little attention.  We are using this moment of weakness to strike at the Terran controlled Deneb Subspace Node."

1224, "Our forces have been sent to secure the area.  Zeta wing will have the honor of exterminating the enemy installation.  Theta wing will stand guard.  The Ramses will help provide additional fire power.  Our flame will not be extinguished!"

1225, "We know there was little you could do to protect the Fortress.  It is unfortunate that so many people lost their lives to the Hammer of Light forces."

1226, "Your team's performance was a disgrace.  We desperately needed to keep our hold on the Deneb jump node, and you couldn't get the job done.  Even with the help of the Bastion, you couldn't secure the area.  This is a serious failure."

1227, "Protect the Bastion.  Once the Bastion gets too weak, it will flee the battle and you will have lost the system."

1228, "Well done, pilots.  Thanks to your efforts, we were able to maintain our hold on this sector.  With everything else going on in the war, we are pleased to see you maintain your focus for this mission.  Well done!"

1229, "This is the most incompetent operation that I have ever seen in my life!  Leave here at once!"

1230, "Destroy the Fortress quickly, than protect your cruisers until the Bastion arrives.  Then concentrate all firepower on destroying the Bastion."

1231, "You have made your cause proud today!  I'm sure The Dark Ones will be very pleased with our success in this operation!  You all honor their existence with your performance today."

1232, "Destroy the GTI Fortress"

1233, "Destroy Any Terran Forces"

1234, "Protect the GTI Fortress"

1235, "Protect Any Terran Forces"

1236, "This is the GTD Bastion.  We have arrived to secure the area."

1237, "This is the PVC Scarab arriving in the sector.  We have arrived to secure this area for the purposes of the Dark Ones."

1238, "We are the Hammer of Light.  Our light will never be shrouded."

1239, "You are a conquered people Terrans.  You should simply submit to your fate and accept death."

1240, "We are taking heavy damage.  We need to retreat"

; M-Rescue.fs2

1241, "Cruiser Rescue"

1242, "The GTC Orb is disabled and under fire from a Shivan attack.  It is up to you and your wingman to save it.  Multiplayer mission.  Max respawns 3.  Recommended respawns 1."

1243, "The Orb was on a routine border watch when it was caught by a group of Shivan fighters.  The Shivans managed to disable the Orb and are continuing their attack.  You are the only fighters in the area.  There are more in route but they will take some time to arrive.  You must preserve the Orb.  Good luck."

1244, "Congratulations.  You have saved the Orb from the Shivan attack."

1245, "We have lost the Orb.  The Shivan attacks in this system have been ruthless, and we may have to yield to the
enemy soon."

1246, "Rescue the cruiser."

1247, "Hull strength at 50%.  Give us some more cover!"

; M-S-gauntlet.fs2

1248, "Shivan Gauntlet Multi"

1249, "The players run the Gauntlet against an ever-increasing rush of Shivans.  Multiplayer mission.  Max Respawns 5.  Suggested Respawns 3."

1250, "Welcome to the Shivan Gauntlet, Pilot.  In this mission, you will be pitted against many hostile, deadly Shivan ships."

1251, "As you destroy one group of enemy ships, another group, more powerful than the last will appear to challenge you."

1252, "There will be 5 waves of Shivan enemies.  Each wave will be comprised of 3 to 6 groups of enemy ships.  After clearing the final wave, you will have run the Gauntlet.  Doing so will win you a certain level of honor and prestige within the League of Defense.  Good luck, Pilot."

1253, "While you were able to survive the first phase of Shivan enemies, you were unable to meet the challenge presented to you by the other waves.  Your performance was what we would expect from a rookie fresh from flight school.  Pray you never see the front lines."

1254, "You might want to try this on an easier skill level.  If that's not possible, you might want to review your flight training."

1255, "You were able to survive two phases of Shivan enemies before you evacuated the Gauntlet.  This was a marginally satisfactory performance, one that we might expect from an Alliance reserve pilot.  You may actually survive a full tour of duty."

1256, "You might want to run the Gauntlet on an easier skill level.  If that's not possible, you might want to log in more flight time in some more conventional missions."

1257, "You conquered three phases of Shivan fighters before conceding defeat.  You performed well and with honor.  If you ever feel particularly adventurous, you might want to attempt to defeat all of the ships in the Gauntlet.  Well done."

1258, "You might want to play this mission on an easier skill level.  If you'd rather not do that, you might want to build your playing skills on the battlefield in either single-player or multi-player mode."

1259, "You almost ran the entire Gauntlet.  Excellent job.  Very few pilots could ever hope to emulate your accomplishment.  You might want to consider meeting the final challenge of the Gauntlet sometime in the future.  Dismissed."

1260, "You successfully ran the Gauntlet!  Congratulations!  Your performance was truly amazing.  We need more pilots such as yourselves in our ranks.  To recognize your skill as a fighter pilot, the Alliance will send you into tremendously risky and dangerous battle situations.  Your courage inspires confidence in your fellow pilots and in the Alliance.  Again, a most excellent job, Pilot."
