#Default

; cutscenes.tbl
2834, "The convoy is awaiting a rendezvous with the $f PVD $f Pinnacle, but the destroyer will not arrive in $b Deneb for several hours.  However, the Pinnacle is sending advance wings to secure the area prior to the rendezvous.  Your mission is to defend the convoy until they arrive."

2835, "$f Terran $f Command has placed a high priority on the successful completion of this mission.  The research carried by that convoy could prove invaluable to our two species in the future.  Don't let them down, pilots."

2836, "Personnel"

2837, "Classified"

2838, "Defend Convoy"

2839, "Defend the Einstein"

2840, "Destroy Brahma"

2841, "Destroy Surya"

2842, "Destroy Varuna"

2843, "Destroy Shiva"

2844, "Defend the Vasudan science convoy"

2845, "More Shivans arriving!  Dragons this time."

2846, "They're several klicks out.  Don't worry about them until they get close to the convoy."

2847, "Terran science vessel Einstein calling any allied ships in the area.  We are under attack from Shivan fighters.  Request assistance!"

2848, "A Terran vessel?  Command, this is restricted space.  There are no other Terran ships authorized in this area."

2849, "We'll sort that out later, Chensit.  Pilots, break off and help the Einstein.  That's an order."

2850, "What about the convoy?"

2851, "We are safe for the moment, Alpha.  Assist your own."

2852, "It is good to see you, pilots.  We have already engaged the second wave of fighters.  Please assist."

2853, "What's your status, Chensit?"

2854, "We have sustained minor damage.  Our formation creates an effective fighter screen, but the Shivans are numerous and persistent."

2855, "We've secured the area, Command.  All bandits have been neutralized."

2856, "Good work, pilots.  Keep an eye out for enemy ships.  The Pinnacle's fighters will arrive in a few minutes."

2857, "So, what kind of research are you doing here, Chensit?"

2858, "That is classified information, Beta 3."

2859, "Oh, come on.  Just a little hint.  What's in those cargo containers?  Weapons?  New subspace drives?  Shivan technology?"

2860, "Give it a rest, Beta.  You know the spooks never tell anyone anything."

2861, "All will be revealed in due time, pilot.  This area of space should prove most fruitful to our scientific endeavors.  We look forward to sharing our findings with you when our scientists on the Pinnacle complete their research."

2862, "Another wave of fighters inbound.  Engaging now."

2863, "Bombers jumping in with fighter escort!  Take them out before they can do any damage to the convoy."

2864, "The bombers are history.  Good work, everyone."

2865, "Looks like that's the last of that wave.  Resuming escort."

2866, "The Shivans aren't putting up much of a fight.  Look at the convoy -- it's barely been touched.  I would have thought they would sortie more bombers."

2867, "They haven't been the same since we took out the Lucifer.  Like they've lost the will to fight, or something.  Not that I'm complaining, of course."

2868, "We're getting hammered here!  Launching escape pods!  Pilots, protect them!"

2869, "The Shivans are swarming us!  We're launching the escape pods.  Pilots, protect them!"

2870, "We've lost the Einstein!"

2871, "Now tracking the Einstein's escape pods.  Alpha and Beta, stand by for further orders."

2872, "Pilots, your new objective is to recover the escape pods.  We will deploy reinforcements to protect the Vasudan convoy.  Transmitting jump coordinates now."

; str03.fs2

2873, "Protect the Einstein's escape pods until they can be recovered."

2874, "We have tracked the Einstein's escape pods to a remote location within the Deneb system.  As you know, Hermes-class escape pods are equipped with stripped-down subspace drives that can only be used once, after which they must be replaced.  This necessitates the deployment of a retrieval ship that can accommodate the pods in its hangar bay.

The ferocity of the Shivan attack left the escape pods with little time to properly calculate jump coordinates, forcing them to jump to the first available destination.  Although they are in no immediate danger, it will be some time before allied forces can be deployed to assist.  Your wings have been assigned to safeguard the pods until they can be retrieved.

The strength of Shivan forces in this sector is unknown.  We do not believe they will concern themselves with the escape pods, but the arrival of two fighter wings will probably draw their attention.  Destroy any Shivan vessel that interferes with your mission objectives."

2875, "Good work, pilots.  You successfully ensured the recovery of both escape pods, despite the confusion and unexpected outcome.  The personnel on board the pod we retrieved are currently being debriefed and treated for the injuries they sustained during the battle.

Command has yet to respond to our inquiries regarding the Repulse's presence in the Krios's theater of operations, so for the time being Admiral Scott is treating this incident as a security breach.  You will be updated as we receive further information.

Unfortunately, this is not the only blemish on the GTI's record today.  Not only was our recovery operation compromised, but Command grossly underestimated the threat to our joint operation in the asteroid belt."

2876, "It seems that the Shivan presence in this system is greater than we had initially assumed.  Not only was our recovery operation compromised, but Command grossly underestimated the threat to our joint operation in the asteroid belt."

2877, "Be glad that you were not there, pilots.  The Shivans launched a savage attack that wiped out not only your reinforcements but the entire Vasudan convoy as well.  When the Pinnacle's fighters arrived, they found only a few damaged cargo containers among the debris.  These containers were recovered intact, but irreplaceable materials and research were lost aboard the ships and cargo that were destroyed.

Admiral Scott has issued a formal apology to Vasudan Intelligence for our failure to protect the convoy.  Although the Vasudans are justifiably upset over this incident, they have fortunately chosen not to hold it against us.  They have responded that the Shivan threat is too great to risk jeopardizing the alliance over such matters.  Once the Shivans have been neutralized, our species will be able to more effectively focus our attentions on research and recovery."

2878, "Follow your orders, but stay alert.  Things may not be as they seem."

2879, "Unfortunately, Command does not share the Vasudans' optimism on the outcome of today's events.  GTI has launched a formal inquiry into this incident, and you have been grounded for the duration of the investigation."

2880, "Keep an eye on your radar display so that you can break off and engage the Shivans as soon as they arrive.  Brahma wing poses the greatest threat to the survival of the escape pods."

; str03-old.fs2

2881, "Destroy Kali"

; str03.fs2

2882, "Defend the escape pods until they can be retrieved"

2883, "Defend the Repulse and the Krios"

2884, "Okay, I'm reading the escape pods at 2500 meters.  Moving to escort formation."

2885, "Looks like the Shivans didn't follow them here.  That's a good sign."

2886, "Einstein escape pods, this is Beta 1 of the 91st Phantoms, GTD Krios.  We have orders to protect your craft.  Please acknowledge."

2887, "Acknowledged, Beta, and standing by.  We appreciate your help."

2888, "I've transmitted our coordinates to the Krios.  It'll be awhile before they get here, so we'll have to sit tight for a bit."

2889, "Great.  I just hope that convoy will be all right while we're away.  Forty crew for a dozen freighters with cargo is not my idea of a fair trade."

2890, "I wouldn't worry.  That convoy seemed pretty well protected -- it'd take a really large or a really coordinated attack to punch through that turret screen.  Besides, Command said reinforcements were on their way."
